judul,caption,hashtag,kategori,platform,wilayah,tanggal
Sepi lagi | bantu salin tautan dong Penjelasan : Kawah Chicx,"Sepi lagi | bantu salin tautan dong Penjelasan : Kawah Chicxulub adalah kawah tumbukan raksasa yang terletak di Semenanjung Yucatán, Meksiko, sebagian besar tertimbun di bawah tanah dan laut. Kawah ini terbentuk sekitar 66 juta tahun yang lalu akibat tumbukan sebuah asteroid raksasa dengan diameter diperkirakan 10–15 km yang menabrak Bumi dengan kecepatan sangat tinggi. Tumbukan tersebut menghasilkan kawah berdiameter sekitar 180 km, menjadikannya salah satu kawah tumbukan terbesar yang pernah ditemukan di Bumi. Energi yang dilepaskan setara dengan miliaran bom atom, menyebabkan gempa global, tsunami raksasa, serta kebakaran hutan di berbagai belahan dunia. Material batuan dan debu terlontar ke atmosfer dan menyebar ke seluruh planet. Debu, jelaga, dan gas sulfur yang terangkat ke stratosfer menghalangi sinar Matahari selama bertahun-tahun, memicu penurunan suhu global yang drastis, kondisi yang sering disebut “musim dingin tumbukan”. Akibatnya, fotosintesis terganggu, rantai makanan runtuh, dan sekitar 75% spesies makhluk hidup di Bumi punah, termasuk dinosaurus non-unggas. Bukti keberadaan kawah ini ditemukan melalui anomali gravitasi, lapisan iridium yang kaya unsur meteorit di seluruh dunia, serta struktur batuan khas tumbukan. Kawah Chicxulub kini dianggap sebagai penyebab utama peristiwa kepunahan massal Kapur–Paleogen (K–Pg) dan menjadi salah satu bukti paling kuat bahwa tumbukan benda langit dapat mengubah sejarah kehidupan di Bumi.  #edukasi #jjedukasi #kawahchicxulub #faktadunia #edukasiviral",#edukasi #jjedukasi #kawahchicxulub #faktadunia #edukasiviral,Edukasi Singkat,TikTok,Indonesia,2026-01-25
Timothy Ronald : Trauma adalah cheat code.  #timothyronald #,Timothy Ronald : Trauma adalah cheat code.  #timothyronald #akademicrypto  #mentalitas #rahasiasukses #cheatcode,#timothyronald #akademicrypto #mentalitas #rahasiasukses #cheatcode,Edukasi Singkat,TikTok,Indonesia,2026-01-25
back from christmas dinner😝,back from christmas dinner😝,,Edukasi Singkat,TikTok,Indonesia,2026-01-25
Seketika Roh nya kluar bentar wkwkw,Seketika Roh nya kluar bentar wkwkw,,Edukasi Singkat,TikTok,Indonesia,2026-01-25
cegil effortnya mentokk #keisya #cegil #masasma #anakbasket ,cegil effortnya mentokk #keisya #cegil #masasma #anakbasket #coganbasket #iqbal,#keisya #cegil #masasma #anakbasket #coganbasket #iqbal,Edukasi Singkat,TikTok,Indonesia,2026-01-25
fullnya di YT guys,fullnya di YT guys,,Edukasi Singkat,TikTok,Indonesia,2026-01-25
Lebih baik SAKIT sekarang.  #timothyronald #akademicrypto,Lebih baik SAKIT sekarang.  #timothyronald #akademicrypto,#timothyronald #akademicrypto,Edukasi Singkat,TikTok,Indonesia,2026-01-25
Apa bener Indonesia dijajah selama 350 oleh Belanda? 🤷‍♂️🤔 ~,"Apa bener Indonesia dijajah selama 350 oleh Belanda? 🤷‍♂️🤔 ~ ~ ~ Penjelasan 👇👇 Prelude📜 Jawabannya iya tentu saja tidak, banyak orang yang keliru dan tidak bisa membedakan antara VOC dan Belanda. padahal pada dasarnya mereka jauh dari kata sama,tapi apa sih yang buat mereka berdua dianggap sama?. VOC atau Dutch East India Company adalah salah satu perusahaan dagang terbesar milik Belanda yang didirikan pada 20 Maret 1602. VOC diberikan fasilitas khusus karena dukungan penuh dari pemerintah Belanda itu sendiri, fasilitas ini sendiri lah yang menyebabkan banyak orang keliru dan sulit membedakan antara VOC dan Belanda. Datangnya VOC ke Indonesia pada 23 Juni 1603 sampai keruntuhan nya pada 31 Desember 1799 bukanlah suatu penjajahan melainkan penduduk kan sama halnya Jepang di tahun 1942. Penaklukan Indonesia oleh Belanda ⚔️ 350 tahun yang sering kita dengar di sekolahan tak sepenuhnya benar, jika di hitung dari awal kedatangan Belanda di Indonesia yaitu pada 23 Juni 1603, namun ada beberapa sejarawan yang mengatakan bahwa kedatangan Belanda di Indonesia pertama kali dilakukan pada 1596 dibawah pimpinan Cornelis de Houtman, Belanda menduduki Indonesia sampai datang nya Jepang di Indonesia pada 8 Maret 1942,namun dari tahun 1603 sampai 1799 VOC tidak me jajah Indonesia secara langsung melainkan hanya menduduki dan melakukan perdagangan internasional. Penjajahan Belanda sendiri di mulai pasca runtuh nya VOC pada 31 Desember 1799, walaupun begitu Belanda tak langsung mendapatkan kekuasaan penuh atas Indonesia dikarenakan Perang Napoleon yang terjadi pada 18 Mei 1803 – 20 November 1815, itulah mengapa Belanda baru dapat kekuasaan penuh atas Indonesia di tahun 1816 setelah penyerahan pulau Jawa oleh Inggris pada 19 Agustus 1816.  ""loh kalo Indonesia ga dijajah selama 350 tahun, trus siapa yang nyebarin kebohongan itu?"" 350 yang sering kita dengar bukan lah kebohongan biasa melainkan doktrin yang dibuat oleh para pejuang kemerdekaan Indonesia seperti Soekarno untuk membakar semangat para rakyat pribumi untuk melawan para penjajah.  Kesimpulan ✒️ Indonesia tak pernah sekali pun dijajah selama 350 tahun oleh Belanda, dan 350 itu bukanlah kebohongan biasa melainkan doktrin untuk membebaskan Indonesia dari genggaman para penjajah. udah sih itu aja😆😆 (kalo ada yang salah bisa dikoreksi)#CapCut #edukasisingkat #sejarahindonesia #sejarah #fypシ",#capcut #edukasisingkat #sejarahindonesia #sejarah #fypシ,Edukasi Singkat,TikTok,Indonesia,2026-01-25
izinnn🙏🏻CapCut #dayakkalimantan #dayak #kalteng #jjcapcut #C,izinnn🙏🏻CapCut #dayakkalimantan #dayak #kalteng #jjcapcut #CapCut,#dayakkalimantan #dayak #kalteng #jjcapcut #capcut,Edukasi Singkat,TikTok,Indonesia,2026-01-25
Bagaimana Jupiter Melindungi Bumi? Begini Penjelasan Singkat,"Bagaimana Jupiter Melindungi Bumi? Begini Penjelasan Singkat Nya 👇  Jupiter sering dijuluki “tameng kosmik” bagi Bumi. Julukan ini bukan mitos ada beberapa cara nyata bagaimana planet raksasa ini ikut menjaga lingkungan tata surya bagian dalam. 1️⃣ Gravitasi Super Kuat : Jupiter adalah planet terbesar, massanya lebih dari dua kali gabungan semua planet lain. Gravitasi sebesar ini mampu: Membelokkan lintasan asteroid dan komet Menangkap benda langit agar tidak menuju wilayah planet dalam (Merkurius–Mars) Banyak benda berbahaya akhirnya tersedot ke Jupiter atau terlempar keluar tata surya. 2️⃣ Menyapu Komet & Asteroid Saat komet dari luar tata surya masuk ke wilayah dalam, Jupiter sering menjadi “penjaga gerbang”. Contoh nyata Komet Shoemaker–Levy 9 (1994) yang hancur dan menabrak Jupiter bukan Bumi. 3️⃣ Mengurangi Frekuensi Tabrakan ke Bumi Tanpa Jupiter: Asteroid dan komet akan lebih sering menghantam Bumi. Peristiwa kepunahan massal bisa terjadi lebih sering. Dengan kata lain, kehidupan di Bumi kemungkinan tidak akan stabil tanpa kehadirannya. 4️⃣ Tapi… Jupiter Juga Bisa Berbahaya Menariknya, Jupiter tidak selalu pelindung sempurna. Kadang gravitasinya justru: Mengubah orbit asteroid Mengarahkan sebagian kecil ke wilayah Bumi Namun secara keseluruhan, efek perlindungannya jauh lebih besar daripada risikonya. #jjedukasi #earth #jupiter ##fyp #jjastronomi",#jjedukasi #earth #jupiter #fyp #jjastronomi,Edukasi Singkat,TikTok,Indonesia,2026-01-25
my bini gw jir🗿 penjelasan⬇️ “Kenapa cowok kalau lihat cewek,"my bini gw jir🗿 penjelasan⬇️ “Kenapa cowok kalau lihat cewek cantik langsung bilang ‘my bini’?” → Ini sebenarnya fenomena psikologis dan budaya bercanda di internet. Ada 3 alasannya: --- 1️⃣ Ekspresi spontan ketertarikan Ketika otak melihat sesuatu yang dianggap menarik, otak langsung memberikan reaksi emosional lebih cepat daripada logika. Cowok gak mungkin bilang: > “Ah, wanita ini memenuhi standar daya tarik visual menurut otak limbik saya.” Jadi keluar versi cepatnya: “My bini.” = bahasa gabut untuk “gue suka”. --- 2️⃣ Fantasi kecil tanpa konsekuensi Ini semacam humor fantasi: • Tidak pakai risiko • Tidak serius • Tidak sungguhan melamar Orang bercanda seolah udah punya hubungan supaya lucu atau relate. Kalau bahasa dulu: > “Andai dia jadi milikku” Kalau bahasa zaman sekarang: > “MY WIFE❗” --- 3️⃣ Budaya meme dan tren internet Ini muncul karena konten lucu di TikTok, YouTube, Twitter, dll. Mirip seperti: Dulu	Sekarang “Cakep nih”	“MY BINI” “Bidadari turun dari kayangan”	“INI ISTRI GUA NIH” “Jodohku nih”	“CLAIM DULU BRO” Kalimatnya bukan serius, tapi format bercanda yang jadi trend komunikasi generasi online. --- Bonus Psiko-sosial: Sense of Ownership Cowok kalau kagum ke sesuatu kadang terbawa ekspresi “claiming”. Semacam: ""Ini gua banget"" ""Ini milik gua"" Sama kaya liat motor bagus langsung: > “INI CITA-CITA GUA.” Padahal belum mampu beli  --- Jadi kesimpulannya: Karena ketertarikan spontan + gaya humor internet + fantasi tanpa resiko = keluarlah meme “my bini”. #olinejkt48 #olinemanuel #jktedit #mybini",#olinejkt48 #olinemanuel #jktedit #mybini,Edukasi Singkat,TikTok,Indonesia,2026-01-25
Hewan nggak bisa ngomong… katanya 😳🐬 Ternyata mereka punya c,"Hewan nggak bisa ngomong… katanya 😳🐬 Ternyata mereka punya cara sendiri buat “bicara”. Fakta terakhir bikin merinding. 👇 Kalau hewanmu bisa ngomong, dia bakal bilang apa? Mereka nggak pakai kata… tapi kita tetap bisa ngerti. Ini bukan mitos, tapi fakta ilmiah. Yang terakhir bikin mikir ulang. #faktamenarik #faktahewan #komunikasihewan #sains #edukasisingkat",#faktamenarik #faktahewan #komunikasihewan #sains #edukasisingkat,Edukasi Singkat,TikTok,Indonesia,2026-01-25
Membalas @tidak_ad4_name Terjadinya Dinosaurus adalah proses,"Membalas @tidak_ad4_name Terjadinya Dinosaurus adalah proses muncul dan berkembangnya dinosaurus di Bumi pada zaman purba. Berikut penjelasan singkat dan mudah dipahami 👇 🦖 Awal Mula Dinosaurus Dinosaurus muncul sekitar 230 juta tahun lalu Terjadi pada Zaman Trias, bagian dari Era Mesozoikum Saat itu, Bumi masih berupa satu benua besar bernama Pangaea • 🌍 Kondisi Bumi Saat Itu • Iklim lebih panas dan kering • Banyak gunung berapi aktif • Hewan reptil mulai berevolusi menjadi lebih besar dan kuat 🧬 Proses Terbentuknya Dinosaurus berasal dari reptil purba Karena evolusi (adaptasi terhadap lingkungan), beberapa reptil: • Bisa berjalan tegak • Bergerak lebih cepat Menjadi predator atau pemakan tumbuhan yang efisien → Dari sinilah dinosaurus berkembang 🦕 Perkembangan Dinosaurus hidup sangat lama dan terbagi dalam 3 periode: 1. Trias – dinosaurus pertama muncul 2. Jura – dinosaurus berkembang pesat (contoh: Brontosaurus) 3. Kapur – dinosaurus terbesar dan paling beragam (contoh: Tyrannosaurus rex) ☄️ Akhir Dinosaurus Sekitar 66 juta tahun lalu, dinosaurus punah Diduga kuat karena meteor besar yang menghantam Bumi Menyebabkan perubahan iklim ekstrem 📌 Fakta menarik: Burung modern yang ada sekarang dipercaya sebagai keturunan dinosaurus kecil 🐦🦖  #jjedukasi #education #zamandulu #mesozoikum #fyp",# #jjedukasi #education #zamandulu #mesozoikum #fyp,Edukasi Singkat,TikTok,Indonesia,2026-01-25
Kalian ada tempat makan favorit gak guys? komen dikomentar y,"Kalian ada tempat makan favorit gak guys? komen dikomentar ya kalau ada, biar yg lain bisa cobain👈 #davidnoahl #fortis",#davidnoahl #fortis,Edukasi Singkat,TikTok,Indonesia,2026-01-25
#CapCut #promomakangajian #edukasisingkat #teknologi #unikba,#CapCut #promomakangajian #edukasisingkat #teknologi #unikbanget,#capcut #promomakangajian #edukasisingkat #teknologi #unikbanget,Edukasi Singkat,TikTok,Indonesia,2026-01-25
#fypviral #Rumahsakit #direkturrs #pasien,#fypviral #Rumahsakit #direkturrs #pasien,#fypviral #rumahsakit #direkturrs #pasien,Edukasi Singkat,TikTok,Indonesia,2026-01-25
@itsmedaffkyy makasih preset nya bray . . . #presetalightmot,@itsmedaffkyy makasih preset nya bray . . . #presetalightmotion#roshidere#alya,#presetalightmotion #roshidere #alya,Edukasi Singkat,TikTok,Indonesia,2026-01-25
#xbangran #rantradeacademy #tradingforex #fyppp,#xbangran #rantradeacademy #tradingforex #fyppp,#xbangran #rantradeacademy #tradingforex #fyppp,Edukasi Singkat,TikTok,Indonesia,2026-01-25
Perang dagang Amerika vs China belum selesai di 2026 😱 Dan d,"Perang dagang Amerika vs China belum selesai di 2026 😱 Dan dampaknya… bisa sampai ke meja kerja kita. Bukan cuma soal negara besar, tapi soal pekerja kecil. Kalau skill kamu masih itu-itu aja, siap-siap kalah pelan-pelan. Makanya upgrade skill sekarang, sebelum telat. Save & share biar nggak kaget sama realita 💡 #fyp #fypindonesia #edukasitiktok",#fyp #fypindonesia #edukasitiktok,Edukasi Singkat,TikTok,Indonesia,2026-01-25
Bukan yang paling aman yang disebut dewasa… tapi yang paling,Bukan yang paling aman yang disebut dewasa… tapi yang paling siap dengan konsekuensi. #motivasi #selfgrowth #naikkelas #mindsetpositif #orangdewasa,#motivasi #selfgrowth #naikkelas #mindsetpositif #orangdewasa,Edukasi Singkat,TikTok,Indonesia,2026-01-25
Ilmu tidak hilang. Ia hanya pergi kalau tidak pernah dipakai,Ilmu tidak hilang. Ia hanya pergi kalau tidak pernah dipakai. #belajarbarenglangit  #edukasisingkat  #belajardikit  #motivasibelajar  #kontenedukasi,#belajarbarenglangit #edukasisingkat #belajardikit #motivasibelajar #kontenedukasi,Edukasi Singkat,TikTok,Indonesia,2026-01-25
"Donor darah = cek kesehatan gratis, masih ragu? Tanya di kol","Donor darah = cek kesehatan gratis, masih ragu? Tanya di kolom komentar ya #kesehatan #edukasikesehatan #donordarah",#kesehatan #edukasikesehatan #donordarah,Edukasi Singkat,TikTok,Indonesia,2026-01-25
Yoo ilmu baru nich🤭btw penjelasan nya ⬇⬇ Quantum tunneling a,"Yoo ilmu baru nich🤭btw penjelasan nya ⬇⬇ Quantum tunneling adalah sebuah fenomena dalam fisika kuantum di mana sebuah partikel dapat melewati suatu penghalang energi yang secara teori tidak mungkin dilewati jika kita memakai hukum fisika klasik. Dalam dunia klasik, sebuah benda hanya bisa melewati penghalang jika memiliki energi yang cukup besar untuk menembusnya, seperti bola yang harus memiliki tenaga cukup untuk melewati bukit. Namun dalam tingkat kuantum, partikel seperti elektron, proton, atau bahkan atom memiliki sifat gelombang yang membuat kemungkinan mereka muncul di sisi lain penghalang tetap ada, meskipun energi yang mereka bawa tidak cukup untuk melewatinya secara normal. Fenomena ini terjadi karena partikel kuantum tidak berada dalam satu lokasi pasti, tetapi dalam bentuk probabilitas, sehingga ada kemungkinan kecil namun nyata bahwa mereka akan berada di sisi lain dari hambatan tersebut tanpa benar benar melaluinya seperti objek besar. Quantum tunneling adalah salah satu alasan mengapa banyak fenomena fisika terjadi, misalnya reaksi fusi nuklir di dalam matahari yang tidak akan mungkin berlangsung jika hanya mengikuti hukum klasik. Selain itu efek ini juga digunakan dalam teknologi modern seperti mikroskop pemindaian terowongan dan transistor dalam chip komputer. Fenomena ini menunjukkan bahwa dunia kuantum bekerja dengan aturan yang sangat berbeda dari dunia sehari hari yang kita kenal, dan menjadi salah satu contoh kuat bagaimana probabilitas dan sifat gelombang partikel dapat menghasilkan sesuatu yang tampaknya mustahil menurut logika fisika klasik. Fenomena ini juga membuka pemahaman bahwa pada skala kuantum, konsep posisi, energi, dan lintasan tidak lagi bersifat pasti, tetapi berbentuk rentang kemungkinan. Dalam mathematical treatment, tunneling muncul ketika fungsi gelombang partikel tidak benar benar menjadi nol saat bertemu penghalang energi, tetapi hanya meluruh secara eksponensial dan tetap memiliki amplitudo kecil untuk diteruskan di sisi seberang. Inilah yang membuat kemungkinan partikel ditemukan di luar penghalang menjadi nyata, meskipun peluangnya kecil. Yang menarik, semakin tipis atau rendah penghalangnya, semakin besar peluang tunneling terjadi. Bahkan beberapa fenomena dalam biologi diduga memanfaatkan prinsip ini, seperti dalam respirasi sel dan proses enzimatik tertentu. Quantum tunneling juga menjadi faktor penting dalam teori peluruhan radioaktif, di mana inti atom memancarkan partikel karena partikel tersebut melakukan tunneling keluar dari potensial pengurung nuklir. Tanpa efek ini, banyak unsur di alam tidak akan pernah meluruh dan struktur materi tidak akan berevolusi seperti sekarang. Dengan kata lain quantum tunneling, meskipun terdengar seperti trik melawan aturan fisika klasik, justru merupakan bagian integral dari cara alam bekerja pada level paling dasar. Fenomena ini menunjukkan bahwa pada skala kuantum, dunia bukan hanya soal energi cukup atau tidak cukup, tetapi soal probabilitas keberadaan dan sifat gelombang yang memungkinkan kemungkinan kecil menjadi kenyataan. #materi #gksukaskip📵 #fypシ #creatorsearchinsights2026 #quantumtunneling",#materi #gksukaskip📵 #fypシ #creatorsearchinsights2026 #quantumtunneling,Edukasi Singkat,TikTok,Indonesia,2026-01-25
SATU WARNA RAMBUT INI GAK GAMPANG PUDAR SEKALIGUS KASIH 3 TA,SATU WARNA RAMBUT INI GAK GAMPANG PUDAR SEKALIGUS KASIH 3 TAMPILAN WARNA BERBEDA!✅ #warnarambut #hairdye #douyin_china,#warnarambut #hairdye #douyin_china,Edukasi Singkat,TikTok,Indonesia,2026-01-25
Em đau rồi phải không ..🙂‍↔️ #fyp #foryou#xhhhhhhhhhhhhhhhhh,Em đau rồi phải không ..🙂‍↔️ #fyp #foryou#xhhhhhhhhhhhhhhhhhhhhhhh #gym #traidep @Jack - J97 @Son Tung M-TP,#fyp #foryou #xhhhhhhhhhhhhhhhhhhhhhhh #gym #traidep # #,Edukasi Singkat,TikTok,Indonesia,2026-01-25
iseng aja 😙 #fyp #douyin #trend,iseng aja 😙 #fyp #douyin #trend,#fyp #douyin #trend,Edukasi Singkat,TikTok,Indonesia,2026-01-25
Rules warna lipstick sesuai warna baju #cerrynabeautytips,Rules warna lipstick sesuai warna baju #cerrynabeautytips,#cerrynabeautytips,Edukasi Singkat,TikTok,Indonesia,2026-01-25
"Mulai 2 Januari 2026, penghinaan terhadap orang lain dengan ","Mulai 2 Januari 2026, penghinaan terhadap orang lain dengan sebutan binatang seperti kata ""anjing"" atau ""babi"" dapat berujung pada sanksi pidana. Ketentuan tersebut diatur dalam Kitab Undang-Undang Hukum Pidana (KUHP) baru yang resmi berlaku awal tahun 2026. Dalam aturan tersebut, penghinaan yang dilakukan dengan sengaja, baik secara lisan, tulisan, maupun perbuatan, dapat dikenai hukuman penjara paling lama enam bulan atau denda maksimal Rp10 juta. Penghinaan yang dimaksud termasuk ucapan yang merendahkan martabat seseorang tanpa harus disertai tuduhan tertentu. Aturan ini masuk dalam kategori penghinaan ringan dan bersifat delik aduan. Artinya, proses hukum hanya dapat berjalan apabila korban secara langsung melaporkan peristiwa penghinaan tersebut kepada aparat penegak hukum. Tanpa adanya laporan dari pihak yang merasa dirugikan, perkara tidak dapat diproses lebih lanjut. Pemberlakuan pasal ini bertujuan menekan kebiasaan penghinaan verbal yang selama ini dianggap lumrah di masyarakat. Negara dinilai perlu hadir untuk memberikan perlindungan hukum terhadap martabat dan kehormatan setiap warga negara. Meski demikian, KUHP baru juga memberi ruang pertimbangan bagi aparat penegak hukum dan hakim untuk menilai konteks, niat, serta dampak dari perbuatan tersebut. Dalam situasi tertentu, seperti candaan tanpa maksud merendahkan dan tidak menimbulkan keberatan dari pihak yang disebut, hakim dapat mempertimbangkan keadilan dan tidak menjatuhkan hukuman. Dengan berlakunya aturan ini, masyarakat diimbau lebih bijak dalam bertutur kata, baik di ruang publik maupun media sosial, agar tidak terjerat konsekuensi hukum.",,Edukasi Singkat,TikTok,Indonesia,2026-01-25
